ident8;begin.positie;begin.opschrift;begin.afstand;eind.positie;eind.opschrift;eind.afstand;gebied
N4540001;0;0;-4;22.069;22;74;Agentschap Wegen en Verkeer - AWV412
N4540001;22.07;22.1;-31;24.1;24.1;0;Gemeente - GemeenteZottegem
N4540001;24.1;24.1;0;25.338;25.3;28;Agentschap Wegen en Verkeer - AWV412
N4549011;22.565;22.6;-47;24.1;24;99;Agentschap Wegen en Verkeer - AWV412
N4550001;0;0.1;-62;12.036;12;27;Agentschap Wegen en Verkeer - AWV413
N4560001;0.03;0.2;-161;4.315;4.3;9;Agentschap Wegen en Verkeer - AWV411
N4560001;4.315;4.3;9;28.704;28.7;15;Agentschap Wegen en Verkeer - AWV413
N4569051;0;0;-5;1.874;1.8;74;Gemeente - GemeenteGent
N4569061;0;0;-8;0.16;0;152;Gemeente - GemeenteGent
N4569071;0;0;-3;0.319;0;316;Gemeente - GemeenteGent
N4570001;0;0;0;6.208;6;207;Agentschap Wegen en Verkeer - AWV412
N4580001;0;0;-2;5.505;5.5;0;Agentschap Wegen en Verkeer - AWV411
N4580001;5.505;5.5;0;7.321;7.3;40;Gemeente - GemeenteEvergem
N4580001;7.321;7.3;40;25.025;24.9;16;Agentschap Wegen en Verkeer - AWV413
N4589011;8.755;8.7;-13;9.495;9.4;44;Agentschap Wegen en Verkeer - AWV413
N4590001;0;0;-4;0.279;0.3;-37;Gemeente - GemeenteOudenaarde
N4590001;0.279;0.3;-37;10.524;10.5;16;Agentschap Wegen en Verkeer - AWV412
N4590001;10.524;10.5;16;14.009;14;3;Agentschap Wegen en Verkeer - AWV413
N4590001;14.009;14;3;21.316;21.3;20;Agentschap Wegen en Verkeer - AWV316
N4600001;0;0;-9;19.507;19.5;14;Agentschap Wegen en Verkeer - AWV415
N4610001;0;0;-21;4.153;4.1;41;Agentschap Wegen en Verkeer - AWV411
N4610001;4.153;4.1;41;9.542;9.5;47;Agentschap Wegen en Verkeer - AWV413
N4610001;9.542;9.5;47;10.452;10.4;54;Gemeente - GemeenteDeinze
N4610001;10.452;10.4;54;23.62;23.6;10;Agentschap Wegen en Verkeer - AWV413
N4620001;0;0;-46;5.875;5.9;-16;Agentschap Wegen en Verkeer - AWV414
N4620001;5.875;5.9;-16;12.719;12.7;23;Agentschap Wegen en Verkeer - AWV412
N4620001;12.72;12.8;-90;15.667;15.7;-64;Gemeente - GemeenteZottegem
N4620001;15.667;15.7;-64;23.2;23.1;106;Agentschap Wegen en Verkeer - AWV412
N4629021;0;0;0;2.118;2.1;45;Agentschap Wegen en Verkeer - AWV412
N4629021;2.118;2.1;45;2.325;2.3;14;Gemeente - GemeenteBrakel
N4630001;0;0;-9;3.981;3.8;30;Gemeente - GemeenteEvergem
N4630001;3.981;3.8;30;4.096;3.9;40;Agentschap Wegen en Verkeer - AWV411
N4639011;0;0;-12;0.267;3.9;38;Agentschap Wegen en Verkeer - AWV411
N4640001;0;0;-12;2.003;2;0;Agentschap Wegen en Verkeer - AWV412
N4640001;2.003;2;0;8.198;8.1;102;Gemeente - GemeenteHerzele
N4650001;0;0;-8;3.332;3.3;9;Agentschap Wegen en Verkeer - AWV411
N4650001;3.332;3.3;9;5.86;5.8;64;Agentschap Wegen en Verkeer - AWV412
N4659011;0;0;-7;4.051;4;54;Agentschap Wegen en Verkeer - AWV412
N4659021;0;0;-12;1.508;1.497;4;Agentschap Wegen en Verkeer - AWV412
N4660001;0;0;-5;8.562;8.6;-37;Agentschap Wegen en Verkeer - AWV411
N4660001;8.562;8.6;-37;12.841;12.8;65;Agentschap Wegen en Verkeer - AWV413
N4660001;14.603;15.4;-811;15.945;15.9;53;Gemeente - GemeenteDeinze
N4669011;0.006;0;6;3.616;3.6;33;Agentschap Wegen en Verkeer - AWV413
N4669012;0;0;0;0.006;0;6;Agentschap Wegen en Verkeer - AWV412
N4669021;0;0;-5;0.627;0.6;1;Gemeente - GemeenteDeinze
N4669031;0.229;0.3;-72;1.33;1.3;38;Gemeente - GemeenteGent
N4670001;0;0;-8;6.569;6.5;56;Agentschap Wegen en Verkeer - AWV414
N4690001;0;0;-12;1.566;1.6;-25;Gemeente - GemeenteMerelbeke
N4690001;1.566;1.6;-25;3.534;3.5;27;Gemeente - GemeenteGent
N4700001;0;0;-23;3.207;3.2;14;Agentschap Wegen en Verkeer - AWV415
N4700001;3.207;3.2;14;4.803;4.8;16;Agentschap Wegen en Verkeer - AWV414
N4700001;4.803;4.8;16;6.7;6.7;6;Gemeente - GemeenteHamme
N4709011;0;0;-8;1.585;1.4;192;Gemeente - GemeenteHamme
N4709011;1.585;1.4;192;2.74;1.4;1347;Gemeente - GemeenteTemse
N4709021;0;0;0;0.138;0;138;Agentschap Wegen en Verkeer - AWV414
N4730001;0;0;0;3.137;3.2;17;Gemeente - GemeenteLokeren
N4739011;0;0;-25;1.261;0.5;767;Gemeente - GemeenteLokeren
N4739021;0;0;0;0.139;0;139;Gemeente - GemeenteLokeren
N4740001;0;0;-7;5.16;5.1;90;Agentschap Wegen en Verkeer - AWV411
N4740001;7.7;7.8;-54;12.237;12.2;26;Agentschap Wegen en Verkeer - AWV411
N4850001;0;0;-11;4.895;4.9;-3;Agentschap Wegen en Verkeer - AWV121
N4850001;4.895;4.9;-3;9.859;9.8;60;Agentschap Wegen en Verkeer - AWV414
N4930001;0;0;-2;5.085;5.1;-13;Agentschap Wegen en Verkeer - AWV415
N4930001;5.085;5.1;-13;8.811;8.8;34;Agentschap Wegen en Verkeer - AWV412
N4940001;0;0;-8;2.72;2.8;-72;Gemeente - GemeenteDeinze
N4940001;2.72;2.8;-72;15.69;15.7;-10;Agentschap Wegen en Verkeer - AWV412
N4940001;15.69;15.7;-10;21.016;21;16;Agentschap Wegen en Verkeer - AWV312
N4950001;0;0;-22;3.463;3.469;2;Agentschap Wegen en Verkeer - AWV415
N4950001;7.517;7.5;0;8.227;8.2;29;Agentschap Wegen en Verkeer - AWV415
N4950001;8.227;8.2;29;15.008;15;13;Agentschap Wegen en Verkeer - AWV211
N4959011;0;0;0;4.437;4.424;15;Agentschap Wegen en Verkeer - AWV415
N4960001;0;0;-6;3.178;3.2;-19;Agentschap Wegen en Verkeer - AWV415
N4960001;3.178;3.2;-19;3.381;3.3;87;Gemeente - GemeenteGeraardsbergen
N4970001;0;0;0;0.717;0;717;Agentschap Wegen en Verkeer - AWV411
N4980001;0.041;0;-3;1.813;1.8;14;Agentschap Wegen en Verkeer - AWV413
N4990001;0;0;-18;2.558;2.5;-36;Gemeente - GemeenteEeklo
N4990001;2.558;2.5;-36;6.072;6;-21;Gemeente - GemeenteMaldegem
N4990001;6.072;6;-21;16.587;0;16587;Gemeente - GemeenteAalter
N5110001;0;0;-9;0.554;0.5;61;Agentschap Wegen en Verkeer - AWV312
N5120001;0;0;-11;2.45;2.4;57;Agentschap Wegen en Verkeer - AWV312
N5150001;0;0;-3;1.221;1.2;18;Agentschap Wegen en Verkeer - AWV312
N6020001;2.309;2.4;-89;3.385;3.3;87;Agentschap Wegen en Verkeer - AWV719
N6080001;10.844;10.9;-59;13.972;13.9;65;Agentschap Wegen en Verkeer - AWV719
N6140001;22.33;22.4;-79;27.461;27.4;70;Agentschap Wegen en Verkeer - AWV719
N6149011;0;0;0;2.978;0;2978;Gemeente - GemeenteTongeren
N6180001;0;0;0;4.56;4.5;57;Agentschap Wegen en Verkeer - AWV719
N6180001;4.56;4.5;57;4.7;4.5;197;Waals Gewest - Waals Gewest
N6190001;8.036;8;0;9.343;9.3;45;Agentschap Wegen en Verkeer - AWV719
N6199011;0;0;-5;0.072;0;67;Agentschap Wegen en Verkeer - AWV719
N6199021;0;0;-2;0.105;0;103;Agentschap Wegen en Verkeer - AWV719
N6199031;0;0;-6;0.125;0;119;Agentschap Wegen en Verkeer - AWV719
N6270001;21.756;21.9;-146;23.272;23.2;75;Agentschap Wegen en Verkeer - AWV719
N6480001;9.186;9.2;-23;15.109;14.4;709;Agentschap Wegen en Verkeer - AWV719
N6530001;0;0;-5;1.949;1.9;64;Agentschap Wegen en Verkeer - AWV719
N6539021;0.2;0.6;-882;1.068;0.6;-14;Waals Gewest - Waals Gewest
N6539021;1.068;0.6;-14;1.41;1;14;Agentschap Wegen en Verkeer - AWV719
N6710001;22.233;22.3;-80;26.458;26.4;48;Agentschap Wegen en Verkeer - AWV719
N7000001;0.03;0.1;-69;4.665;4.6;69;Agentschap Wegen en Verkeer - AWV719
N7010001;0;0;-3;0.447;0.4;42;Agentschap Wegen en Verkeer - AWV719
N7019011;0;0;0;0.359;0;359;Agentschap Wegen en Verkeer - AWV719
N7020001;0;1.4;-1402;1.312;1.4;-90;Gemeente - GemeenteHasselt
N7020001;1.312;1.4;-90;14.376;14.3;79;Agentschap Wegen en Verkeer - AWV720
N7120001;0;0;-27;3.863;3.9;-40;Agentschap Wegen en Verkeer - AWV114
N7120001;3.863;3.9;-40;10.191;10.1;98;Agentschap Wegen en Verkeer - AWV717
N7120001;10.191;10.1;98;10.72;10.1;627;Gemeente - GemeenteLommel
N7120001;10.722;10.8;-76;14.361;14.3;21;Agentschap Wegen en Verkeer - AWV717
N7120001;15.075;15.1;-22;18.5;18.4;103;Agentschap Wegen en Verkeer - AWV717
N7120001;19.219;19.3;-77;23.83;23.8;31;Agentschap Wegen en Verkeer - AWV717
N7129011;0;0;0;0.584;0;584;Gemeente - GemeentePelt
N7129021;18.5;18.5;-6;19.435;19.4;34;Agentschap Wegen en Verkeer - AWV717
N7130001;0;0;-11;1.336;1.3;42;Agentschap Wegen en Verkeer - AWV717
N7150001;0.001;0.1;-102;3.821;3.7;126;Agentschap Wegen en Verkeer - AWV720
N7150001;9.265;9.3;-40;37.896;37.8;92;Agentschap Wegen en Verkeer - AWV717
N7159011;17.76;17.9;-65;18.295;18.2;110;Agentschap Wegen en Verkeer - AWV717
N7160001;0.545;0.6;-52;8.3;8.3;0;Agentschap Wegen en Verkeer - AWV719
N7160001;8.3;8.3;0;14.89;14.8;92;Agentschap Wegen en Verkeer - AWV717
N7169011;0;0;0;0.461;0;461;Gemeente - GemeenteHerk-de-Stad
N7170001;0;0;-32;8.844;8.8;44;Agentschap Wegen en Verkeer - AWV717
N7170001;10.412;10.4;0;12.148;12.1;48;Agentschap Wegen en Verkeer - AWV717
N7179011;0;0;-5;0.41;0.3;46;Gemeente - GemeenteBeringen
N7179021;0.219;0.2;0;1.229;0.2;1010;Gemeente - GemeenteLummen
N7179031;0;0;-1;1.848;1.8;48;Agentschap Wegen en Verkeer - AWV717
N7180001;0;0;-22;3.266;3.3;5;Agentschap Wegen en Verkeer - AWV719
N7190001;0.003;0;-4;13.509;13.5;14;Agentschap Wegen en Verkeer - AWV717
N7190001;13.509;13.5;14;22.088;22;85;Agentschap Wegen en Verkeer - AWV718
N7199011;0;0;0;0.814;0;814;Agentschap Wegen en Verkeer - AWV717
N7210001;0.472;0.5;-30;9.938;9.9;47;Agentschap Wegen en Verkeer - AWV718
N7220001;0;0;-5;2.179;2.2;-28;Agentschap Wegen en Verkeer - AWV720
N7220001;2.179;2.2;-28;12.923;12.9;20;Agentschap Wegen en Verkeer - AWV719
N7220001;12.923;12.9;20;13.964;13.9;63;Gemeente - GemeenteSint-Truiden
N7220001;13.964;13.9;63;14.227;14.2;35;Agentschap Wegen en Verkeer - AWV719
N7229011;0;0;0;0.355;0;355;Gemeente - GemeenteSint-Truiden
N7229011;0.91;0;910;2.198;0;2198;Gemeente - GemeenteSint-Truiden
N7230001;0;0;-68;4.852;4.9;-47;Agentschap Wegen en Verkeer - AWV720
N7230001;4.852;4.9;-47;9.071;9;77;Agentschap Wegen en Verkeer - AWV718
N7239011;0.926;0.9;0;1.529;0.9;603;Gemeente - GemeenteAs
N7240001;0;0;0;7.96;7.9;61;Agentschap Wegen en Verkeer - AWV717
N7250001;0;0;-5;2.27;2.3;-29;Agentschap Wegen en Verkeer - AWV720
N7250001;2.27;2.3;-29;21.275;21.2;71;Agentschap Wegen en Verkeer - AWV717
N7260001;0;0;-6;8.848;8.9;-43;Agentschap Wegen en Verkeer - AWV720
N7260001;8.848;8.9;-43;11.752;11.7;64;Agentschap Wegen en Verkeer - AWV717
N7290001;0;0;-4;4.96;5;-40;Agentschap Wegen en Verkeer - AWV720
N7290001;4.96;5;-40;10.369;10.3;60;Agentschap Wegen en Verkeer - AWV717
N7299011;0;0;0;0.218;0;218;Gemeente - GemeenteHasselt
N7299011;0.5;0;500;1.185;0;1185;Gemeente - GemeenteHasselt
N7299011;1.55;0;1550;2.292;0;2292;Gemeente - GemeenteHeusden-Zolder
N7300001;0;0;-21;10.108;10;145;Agentschap Wegen en Verkeer - AWV719
N7300001;10.108;10;145;11.837;11.9;-34;Gemeente - GemeenteBilzen
N7300001;11.837;11.9;-34;15.583;15.6;-15;Agentschap Wegen en Verkeer - AWV719
N7300001;15.583;15.6;-15;22.733;22.7;35;Agentschap Wegen en Verkeer - AWV718
N7300001;22.733;22.7;35;24.916;24.9;18;Agentschap Wegen en Verkeer - AWV720
N7300001;24.916;24.9;18;26.614;26.5;105;Agentschap Wegen en Verkeer - AWV718
N7300001;27.368;27.4;-39;42.426;42.4;31;Agentschap Wegen en Verkeer - AWV718
N7300001;42.426;42.4;31;42.7;42.4;305;Gemeente - GemeenteBree
N7309011;0;0;-2;0.391;0;389;Agentschap Wegen en Verkeer - AWV719
N7309011;0.391;0;389;0.489;0;487;Gemeente - GemeenteBilzen
N7309021;0;0;0;1.107;0;1107;Gemeente - GemeenteBilzen
N7309031;0;0.1;-100;2.242;2.2;43;Agentschap Wegen en Verkeer - AWV719
N7309031;2.242;2.2;43;2.707;2.7;6;Agentschap Wegen en Verkeer - AWV720
N7320001;0.285;0.3;-20;1.24;1.2;61;Agentschap Wegen en Verkeer - AWV720
N7329021;0;0;0;0.18;0;180;Agentschap Wegen en Verkeer - AWV720
N7350001;0;0;-15;0.098;0.1;-18;Agentschap Wegen en Verkeer - AWV717
N7360001;0;0;-5;4.047;4;51;Agentschap Wegen en Verkeer - AWV717
N7390001;0;0;-13;4.695;4.5;194;Agentschap Wegen en Verkeer - AWV720
N7420001;0.91;1;-89;4.655;4.6;0;Agentschap Wegen en Verkeer - AWV718
N7430001;0;0;-3;5.798;5.7;97;Agentschap Wegen en Verkeer - AWV719
N7440001;0;0.1;-93;6.292;6.3;-9;Agentschap Wegen en Verkeer - AWV720
N7440001;6.292;6.3;-9;7.641;7.6;43;Agentschap Wegen en Verkeer - AWV718
N7449011;0;0;0;0.353;0;353;Gemeente - GemeenteGenk
N7450001;0;1;-999;0.903;1;-96;Gemeente - GemeenteBilzen
N7450001;0.903;1;-96;8.309;8.3;10;Agentschap Wegen en Verkeer - AWV719
N7460001;0;0;-3;13.779;13.7;90;Agentschap Wegen en Verkeer - AWV717
N7460001;13.779;13.7;90;14.658;14.7;-35;Gemeente - GemeenteLommel
N7460001;14.658;14.7;-35;17.973;17.9;73;Agentschap Wegen en Verkeer - AWV717
N7470001;0;0.1;-90;7.598;7.6;3;Agentschap Wegen en Verkeer - AWV717
N7470001;7.598;7.6;3;19.248;19.2;46;Agentschap Wegen en Verkeer - AWV718
N7480001;0;0.1;-108;6.452;6.4;52;Agentschap Wegen en Verkeer - AWV718
N7480001;6.452;6.4;52;17.85;17.8;59;Agentschap Wegen en Verkeer - AWV717
N7500001;0;0;-4;5.727;5.7;26;Agentschap Wegen en Verkeer - AWV720
N7500001;5.727;5.7;26;6.293;6.2;92;Agentschap Wegen en Verkeer - AWV718
N7510001;0;0;-4;1.785;1.7;84;Agentschap Wegen en Verkeer - AWV718
N7510001;1.786;0;1786;3.128;0;3128;Gemeente - GemeenteKinrooi
N7520001;0;0.1;-97;0.408;0.4;11;Waals Gewest - Waals Gewest
N7520001;0.408;0.4;11;1.761;1.7;60;Agentschap Wegen en Verkeer - AWV719
N7530001;0;0;-3;3.178;1.9;1282;Agentschap Wegen en Verkeer - AWV719
N7540001;0;0.5;-502;0.4;0.5;-102;Gemeente - GemeenteHerk-de-Stad
N7540001;0.4;0.5;-102;4.731;4.7;34;Agentschap Wegen en Verkeer - AWV717
N7540001;4.731;4.7;34;8.233;8.2;39;Agentschap Wegen en Verkeer - AWV720
N7540001;8.233;8.2;39;22.721;22.7;16;Agentschap Wegen en Verkeer - AWV719
N7549011;0.287;0.3;-14;1.063;1;65;Agentschap Wegen en Verkeer - AWV719
N7550001;0;0.1;-100;7.825;7.8;24;Agentschap Wegen en Verkeer - AWV719
N7550001;7.825;7.8;24;9.718;9.8;-83;Waals Gewest - Waals Gewest
N7550001;9.718;9.8;-83;13.4;13.4;0;Agentschap Wegen en Verkeer - AWV719
N7560001;0.149;0.1;0;3.407;0.1;3258;Gemeente - GemeenteBorgloon
N7570001;0;0.2;-210;0.149;0.2;-61;Gemeente - GemeenteKinrooi
N7570001;0.149;0.2;-61;12.748;12.7;36;Agentschap Wegen en Verkeer - AWV718
N7579011;0;0;0;0.145;0;145;Agentschap Wegen en Verkeer - AWV718
N7580001;0;0;-29;11.571;11.5;68;Agentschap Wegen en Verkeer - AWV719
N7590001;0;0;-45;3.131;3.1;31;Agentschap Wegen en Verkeer - AWV719
N7590001;8.245;8.3;-54;8.835;8.8;38;Agentschap Wegen en Verkeer - AWV719
N7600001;0.479;0.5;2;2.574;0.5;2097;Gemeente - GemeenteOudsbergen
N7600001;2.574;0.5;2097;4.292;0.5;3815;Gemeente - GemeenteBree
N7610001;0;0;0;0.787;0;787;Gemeente - GemeenteMaaseik
N7610001;0.796;0.8;-12;0.956;0.9;54;Agentschap Wegen en Verkeer - AWV718
N7620001;0;0;-8;11.091;11;91;Agentschap Wegen en Verkeer - AWV718
N7630001;0;0;-14;7.998;7.9;99;Agentschap Wegen en Verkeer - AWV718
N7630001;7.998;7.9;99;9.144;7.9;1245;Gemeente - GemeenteMaasmechelen
N7640001;0;0;0;1.8;0;1800;Gemeente - GemeentePelt
N7650001;0;0.4;-406;0.331;0.4;-75;Gemeente - GemeenteGingelom
N7650001;0.331;0.4;-75;3.99;3.9;100;Agentschap Wegen en Verkeer - AWV719
N7660001;0;0.1;-99;1.8;1.8;5;Agentschap Wegen en Verkeer - AWV718
N7690001;0;0;-4;1.676;1.6;76;Agentschap Wegen en Verkeer - AWV717
N7700001;0;0;-7;0.2;0.1;97;Agentschap Wegen en Verkeer - AWV718
N7710001;0;2.3;-2283;2.233;2.3;-50;Gemeente - GemeenteDilsen-Stokkem
N7710001;2.233;2.3;-50;12.859;12.8;27;Agentschap Wegen en Verkeer - AWV718
N7720001;0;0;0;4.244;0;4244;Gemeente - GemeenteBeringen
N7730001;0;0;-7;6.317;6.3;24;Agentschap Wegen en Verkeer - AWV718
N7740001;0;0;-6;0.157;0.1;45;Agentschap Wegen en Verkeer - AWV720
N7749011;0.12;0;-1;0.939;0.5;438;Agentschap Wegen en Verkeer - AWV720
N7749021;0;0;-3;0.596;0;593;Agentschap Wegen en Verkeer - AWV720
N7749031;0;0;0;0.23;0;230;Agentschap Wegen en Verkeer - AWV720
N7749041;0;0;0;1.23;0;1230;Gemeente - GemeenteDiepenbeek
N7749051;0;0;0;0.086;0;86;Agentschap Wegen en Verkeer - AWV720
N7750001;0;0;-3;2.288;2.2;91;Agentschap Wegen en Verkeer - AWV718
N7770001;0;0;-27;8.997;8.9;98;Agentschap Wegen en Verkeer - AWV719
N7790001;0;0;-6;1.731;1.6;131;Agentschap Wegen en Verkeer - AWV720
N7790001;1.731;1.6;131;2.578;1.6;978;Gemeente - GemeenteGenk
N7840001;0.425;0.5;-79;7.245;7.2;47;Agentschap Wegen en Verkeer - AWV719
N7840001;7.245;7.2;47;10.748;9.2;1515;Gemeente - GemeenteHeers
N7890001;0;0;-14;8.761;8.7;60;Agentschap Wegen en Verkeer - AWV719
N7900001;0;0;-19;1.855;1.8;45;Agentschap Wegen en Verkeer - AWV717
N7909011;0;0.1;-99;0.302;0.3;10;Agentschap Wegen en Verkeer - AWV717
N7909011;0.302;0.3;10;0.583;0.3;291;Gemeente - GemeentePelt
N7930001;0;1;-990;0.938;1;-52;Gemeente - GemeenteBree
N7930001;0.938;1;-52;2.38;2.3;75;Agentschap Wegen en Verkeer - AWV718
N7940001;0;0;0;1.264;0;1264;Gemeente - GemeenteHasselt
N7950001;0;0;0;0.79;0;790;Gemeente - GemeenteHasselt
N7960001;0;0;0;1.836;0;1836;Agentschap Wegen en Verkeer - AWV717
R0000001;0;14.2;-14199;14.2;14.2;1;Waals Gewest - Waals Gewest
R0000001;14.2;14.2;1;52.899;52.8;94;Agentschap Wegen en Verkeer - AWV212
R0000001;52.899;52.8;94;58.421;58.5;-82;Brussels Gewest - Brussels Gewest
R0000001;58.421;58.5;-82;71.419;71.4;20;Agentschap Wegen en Verkeer - AWV211
R0000001;71.419;71.4;20;75.6;71.4;4201;Waals Gewest - Waals Gewest
R0010001;0;0;-1;16.706;16.7;6;Agentschap Wegen en Verkeer - AWV121
R0020001;77.9;78;-98;90;89.9;99;Agentschap Wegen en Verkeer - AWV121
R0040002;0;0.1;-101;61.45;61.4;34;Agentschap Wegen en Verkeer - AWV411
R0060002;0.621;0.7;-79;9.367;9.3;67;Agentschap Wegen en Verkeer - AWV112
R0080001;0;0.1;-99;4.372;4.3;71;Agentschap Wegen en Verkeer - AWV312
R0080001;8.691;8.8;-108;9.36;9.3;62;Agentschap Wegen en Verkeer - AWV312
R0080001;11.014;11.1;-91;16.578;16.5;75;Agentschap Wegen en Verkeer - AWV312
R0080002;5.545;5.6;-70;8.1;8.1;0;Agentschap Wegen en Verkeer - AWV312
R0100001;0.174;1.9;-1737;1.865;1.9;-46;Gemeente - GemeenteAntwerpen
R0100001;1.865;1.9;-46;9.69;9.5;185;Agentschap Wegen en Verkeer - AWV121
R0100001;9.69;9.5;185;10.346;9.5;841;Gemeente - GemeenteAntwerpen
R0110001;0;0;-29;2.52;2.6;-77;Agentschap Wegen en Verkeer - AWV123
R0110001;2.52;2.6;-77;12.92;12.8;118;Agentschap Wegen en Verkeer - AWV121
R0110001;12.92;12.8;118;13.765;12.8;963;Gemeente - GemeenteAntwerpen
R0119011;0.047;0;2;1.615;0;1570;Gemeente - GemeenteAntwerpen
R0120001;0;0;-31;2.134;2.1;39;Agentschap Wegen en Verkeer - AWV112
R0120001;2.134;2.1;39;2.473;2.5;-38;Gemeente - GemeenteMechelen
R0120001;2.473;2.5;-38;4.744;4.6;139;Agentschap Wegen en Verkeer - AWV112
R0130001;0;0;-19;6.901;6.8;104;Agentschap Wegen en Verkeer - AWV125
R0130001;9.211;9.3;-92;11.21;11.1;106;Agentschap Wegen en Verkeer - AWV125
R0140001;0;0;-18;9.172;9.1;73;Agentschap Wegen en Verkeer - AWV114
R0160001;0;0;-29;7.004;6.9;109;Agentschap Wegen en Verkeer - AWV123
R0180001;0;0;-10;1.772;1.7;62;Agentschap Wegen en Verkeer - AWV125
R0220001;0;0;0;10.138;10.4;-268;Brussels Gewest - Brussels Gewest
R0220001;10.138;10.4;-268;24.323;24.3;23;Agentschap Wegen en Verkeer - AWV212
R0229011;0;0;0;0.352;0;352;Agentschap Wegen en Verkeer - AWV212
R0229021;0;0;0;3.503;0;3503;Gemeente - GemeenteMachelen
R0230001;0;0;-4;7.25;7.2;49;Agentschap Wegen en Verkeer - AWV213
R0250001;0;0;-9;7.325;7.3;26;Agentschap Wegen en Verkeer - AWV214
R0260001;0;0;-2;6.135;6.1;38;Agentschap Wegen en Verkeer - AWV214
R0269011;0;0;-11;0.449;0.4;42;Agentschap Wegen en Verkeer - AWV214
R0270001;0.07;0.1;-21;6.541;6.5;40;Agentschap Wegen en Verkeer - AWV214
R0279011;0;0.1;-92;1.62;1.6;13;Agentschap Wegen en Verkeer - AWV214
R0300001;0;0;-11;8.744;8.7;46;Agentschap Wegen en Verkeer - AWV311
R0309011;0;0;-17;0.268;0.2;69;Agentschap Wegen en Verkeer - AWV311
R0309021;0;0;-27;0.269;0.2;69;Agentschap Wegen en Verkeer - AWV311
R0310001;0;0;-2;4.457;4.4;58;Agentschap Wegen en Verkeer - AWV315
R0320001;0;0;-12;12.594;12.5;94;Agentschap Wegen en Verkeer - AWV316
R0330001;0;0.1;-93;5.445;5.4;37;Agentschap Wegen en Verkeer - AWV313
R0330001;6.5;6.6;-102;7.668;7.6;68;Agentschap Wegen en Verkeer - AWV313
R0340001;0.004;0;0;6.732;6.7;32;Agentschap Wegen en Verkeer - AWV316
R0340001;6.732;6.7;32;6.897;6.8;97;Agentschap Wegen en Verkeer - AWV311
R0350001;0;0;-18;3.936;3.9;30;Agentschap Wegen en Verkeer - AWV312
R0350001;3.936;3.9;30;4.523;4.5;20;Gemeente - GemeenteWaregem
R0350001;4.523;4.5;20;5.047;5;48;Agentschap Wegen en Verkeer - AWV312
R0360001;0;0;-7;4.948;4.9;65;Agentschap Wegen en Verkeer - AWV312
R0369251;0;0;-12;0.746;0.7;44;Agentschap Wegen en Verkeer - AWV312
R0400001;0.002;0.2;-197;11.306;11.2;101;Agentschap Wegen en Verkeer - AWV411
R0409011;0.241;0.3;-61;2.06;1.9;165;Agentschap Wegen en Verkeer - AWV411
R0410001;0;0.1;-103;0.705;0.7;24;Agentschap Wegen en Verkeer - AWV411
R0410001;0.705;0.7;24;6.355;6.3;59;Agentschap Wegen en Verkeer - AWV415
R0420001;0;0;-4;2.172;2.1;53;Agentschap Wegen en Verkeer - AWV414
R0420001;2.172;2.1;53;2.997;3;-3;Gemeente - GemeenteSint-Niklaas
R0420001;2.997;3;-3;4.993;5;0;Agentschap Wegen en Verkeer - AWV414
R0430001;0;0;-6;2.461;2.4;64;Agentschap Wegen en Verkeer - AWV413
R0700001;0;0;-1;1.976;1.9;78;Agentschap Wegen en Verkeer - AWV720
R0700001;1.976;1.9;78;2.25;2.3;-51;Gemeente - GemeenteHasselt
R0700001;2.25;2.3;-51;2.54;2.5;41;Agentschap Wegen en Verkeer - AWV720
R0710001;0;0;-4;10.069;10;68;Agentschap Wegen en Verkeer - AWV720
R0720001;0;0;-37;2.036;2;25;Agentschap Wegen en Verkeer - AWV719
T0020001;73.7;73.7;0;77.361;73.7;3661;Agentschap Wegen en Verkeer - AWV720
T0040001;0;0;-2;0.783;0.776;0;Agentschap Wegen en Verkeer - AWV411
T0049011;0;0;0;1.256;1.27;14;Agentschap Wegen en Verkeer - AWV411
T0100001;0;0;0;0.488;0;488;Agentschap Wegen en Verkeer - AWV411
T0740001;0;0;0;1.133;0;1133;Agentschap Wegen en Verkeer - AWV720
T0760001;22.5;22.5;0;23.3;22.5;800;Agentschap Wegen en Verkeer - AWV720
T1050001;0;0;0;1.968;0;1968;Agentschap Wegen en Verkeer - AWV112
T2000001;0;0;0;0.355;0;355;Agentschap Wegen en Verkeer - AWV212
T2020001;0;0;0;0.212;0;212;Agentschap Wegen en Verkeer - AWV212
T2030001;0;0;0;0.272;0;272;Agentschap Wegen en Verkeer - AWV212
T2040001;0;0;0;0.104;0;104;Agentschap Wegen en Verkeer - AWV212
T2050001;0;0;0;0.223;0;223;Agentschap Wegen en Verkeer - AWV212
T2060001;0.118;0;118;0.286;0;286;Agentschap Wegen en Verkeer - AWV212
T2080001;0;0;0;0.384;0;384;Gemeente - GemeenteAffligem
T2080001;0.384;0;384;0.483;0;483;Agentschap Wegen en Verkeer - AWV212
T2080001;0.483;0;483;0.603;0;603;Gemeente - GemeenteAffligem
T2089011;0;0;0;0.212;0;212;Gemeente - GemeenteAffligem
T2100001;0;0;0;0.192;0;192;Agentschap Wegen en Verkeer - AWV212
T2110001;0;0;-4;1.035;0;1031;Agentschap Wegen en Verkeer - AWV212
T3000001;0;0;-5;5.493;5.4;110;Agentschap Wegen en Verkeer - AWV311
T3020001;0;0;-5;0.294;0.2;101;Agentschap Wegen en Verkeer - AWV315
