ident8;begin.opschrift;begin.afstand;eind.opschrift;eind.afstand;gebied
A0020352;0;-171;0;201;Agentschap Wegen en Verkeer - AWV720
A0020361;0;-20;0;297;Agentschap Wegen en Verkeer - AWV720
A0020362;0;-20;0;297;Agentschap Wegen en Verkeer - AWV720
A0020371;0;-28;0;292;Agentschap Wegen en Verkeer - AWV720
A0020372;0;-28;0;292;Agentschap Wegen en Verkeer - AWV720
A0020411;0;-45;0;163;Agentschap Wegen en Verkeer - AWV720
A0020412;0;-45;0;163;Agentschap Wegen en Verkeer - AWV720
A0020421;0;-5;0;212;Agentschap Wegen en Verkeer - AWV720
A0020422;0;-5;0;212;Agentschap Wegen en Verkeer - AWV720
A0020451;0;-17;0;176;Agentschap Wegen en Verkeer - AWV720
A0020452;0;-17;0;176;Agentschap Wegen en Verkeer - AWV720
A0020461;0;-5;0;263;Agentschap Wegen en Verkeer - AWV720
A0020462;0;-5;0;263;Agentschap Wegen en Verkeer - AWV720
A0020501;0;0;0;571;Agentschap Wegen en Verkeer - AWV720
A0020502;0;0;0;571;Agentschap Wegen en Verkeer - AWV720
A0020511;0;0;0;505;Agentschap Wegen en Verkeer - AWV720
A0020512;0;0;0;505;Agentschap Wegen en Verkeer - AWV720
A0020521;0;-20;0;432;Agentschap Wegen en Verkeer - AWV720
A0020522;0;-20;0;432;Agentschap Wegen en Verkeer - AWV720
A0020541;0;0;0;898;Agentschap Wegen en Verkeer - AWV720
A0020542;0;0;0;898;Agentschap Wegen en Verkeer - AWV720
A0020551;0;0;0;172;Agentschap Wegen en Verkeer - AWV720
A0020551;0;172;0;173;Agentschap Wegen en Verkeer - AWV720
A0020552;0;0;0;172;Agentschap Wegen en Verkeer - AWV720
A0020552;0;172;0;173;Agentschap Wegen en Verkeer - AWV720
A0020561;0;-16;0;294;Agentschap Wegen en Verkeer - AWV720
A0020562;0;-16;0;294;Agentschap Wegen en Verkeer - AWV720
A0020571;0;0;0;343;Agentschap Wegen en Verkeer - AWV720
A0020572;0;0;0;343;Agentschap Wegen en Verkeer - AWV720
A0020611;0;-17;0;196;Agentschap Wegen en Verkeer - AWV720
A0020612;0;-17;0;196;Agentschap Wegen en Verkeer - AWV720
A0020621;0;-27;0;219;Agentschap Wegen en Verkeer - AWV720
A0020622;0;-27;0;219;Agentschap Wegen en Verkeer - AWV720
A0020651;0;-52;0;171;Agentschap Wegen en Verkeer - AWV720
A0020652;0;-52;0;171;Agentschap Wegen en Verkeer - AWV720
A0020661;0;0;0;222;Agentschap Wegen en Verkeer - AWV720
A0020662;0;0;0;222;Agentschap Wegen en Verkeer - AWV720
A0020711;0;-60;0;576;Agentschap Wegen en Verkeer - AWV720
A0020712;0;-60;0;576;Agentschap Wegen en Verkeer - AWV720
A0020721;0;-12;0;378;Agentschap Wegen en Verkeer - AWV720
A0020722;0;-12;0;378;Agentschap Wegen en Verkeer - AWV720
A0020751;0;-22;0;151;Agentschap Wegen en Verkeer - AWV720
A0020752;0;-22;0;151;Agentschap Wegen en Verkeer - AWV720
A0020761;0;-5;0;385;Agentschap Wegen en Verkeer - AWV720
A0020762;0;-5;0;385;Agentschap Wegen en Verkeer - AWV720
A0020811;0;0;0.7;245;Agentschap Wegen en Verkeer - AWV720
A0020811;0.7;245;0.7;330;Agentschap Wegen en Verkeer - AWV720
A0020812;0;0;0.7;245;Agentschap Wegen en Verkeer - AWV720
A0020812;0.7;245;0.7;330;Agentschap Wegen en Verkeer - AWV720
A0020821;0;0;0.9;81;Agentschap Wegen en Verkeer - AWV720
A0020822;0;0;0.9;81;Agentschap Wegen en Verkeer - AWV720
A0020831;0;-1;0.7;298;Agentschap Wegen en Verkeer - AWV720
A0020832;0;-1;0.7;298;Agentschap Wegen en Verkeer - AWV720
A0020841;0;-2;0.7;187;Agentschap Wegen en Verkeer - AWV720
A0020842;0.4;-394;0.7;187;Agentschap Wegen en Verkeer - AWV720
A0020851;0;0;0.7;7;Agentschap Wegen en Verkeer - AWV720
A0020852;0;0;0.7;7;Agentschap Wegen en Verkeer - AWV720
A0020861;0;-1;0.6;0;Agentschap Wegen en Verkeer - AWV720
A0020862;0;-1;0.6;0;Agentschap Wegen en Verkeer - AWV720
A0020871;0;0;0.2;537;Agentschap Wegen en Verkeer - AWV720
A0020872;0;0;0.2;537;Agentschap Wegen en Verkeer - AWV720
A0020881;0;0;0.2;668;Agentschap Wegen en Verkeer - AWV720
A0020882;0;0;0.2;668;Agentschap Wegen en Verkeer - AWV720
A0020911;0;-1;0;195;Agentschap Wegen en Verkeer - AWV720
A0020912;0;-1;0;195;Agentschap Wegen en Verkeer - AWV720
A0020921;0;-57;0;246;Agentschap Wegen en Verkeer - AWV720
A0020922;0;-57;0;246;Agentschap Wegen en Verkeer - AWV720
A0020951;0;-1;0;250;Agentschap Wegen en Verkeer - AWV720
A0020952;0;-1;0;250;Agentschap Wegen en Verkeer - AWV720
A0020961;0;-4;0;303;Agentschap Wegen en Verkeer - AWV720
A0020962;0;-4;0;303;Agentschap Wegen en Verkeer - AWV720
A0021011;0;-18;0;568;Agentschap Wegen en Verkeer - AWV720
A0021012;0;-18;0;568;Agentschap Wegen en Verkeer - AWV720
A0021021;0;-34;0;304;Agentschap Wegen en Verkeer - AWV720
A0021022;0;-34;0;304;Agentschap Wegen en Verkeer - AWV720
A0021051;0;-6;0;465;Agentschap Wegen en Verkeer - AWV720
A0021052;0;-6;0;465;Agentschap Wegen en Verkeer - AWV720
A0021061;0;0;0;386;Agentschap Wegen en Verkeer - AWV720
A0021062;0;0;0;386;Agentschap Wegen en Verkeer - AWV720
A0021111;0;-4;0.3;101;Agentschap Wegen en Verkeer - AWV214
A0021112;0;-4;0.3;101;Agentschap Wegen en Verkeer - AWV214
A0021121;0;-5;0.3;89;Agentschap Wegen en Verkeer - AWV214
A0021122;0;-5;0.3;89;Agentschap Wegen en Verkeer - AWV214
A0021151;0;-12;0.4;110;Agentschap Wegen en Verkeer - AWV214
A0021152;0;-12;0.4;110;Agentschap Wegen en Verkeer - AWV214
A0021161;0;-10;0.4;77;Agentschap Wegen en Verkeer - AWV214
A0021162;0;-10;0.4;77;Agentschap Wegen en Verkeer - AWV214
A0021211;0;-33;0.3;40;Agentschap Wegen en Verkeer - AWV214
A0021212;0;-33;0.3;40;Agentschap Wegen en Verkeer - AWV214
A0021221;0;-19;0.2;84;Agentschap Wegen en Verkeer - AWV214
A0021222;0;-19;0.2;84;Agentschap Wegen en Verkeer - AWV214
A0021251;0;-7;0.2;128;Agentschap Wegen en Verkeer - AWV214
A0021252;0;-7;0.2;128;Agentschap Wegen en Verkeer - AWV214
A0021261;0;-1;0.3;46;Agentschap Wegen en Verkeer - AWV214
A0021262;0;-1;0.3;46;Agentschap Wegen en Verkeer - AWV214
A0021311;0;-19;0.5;82;Agentschap Wegen en Verkeer - AWV214
A0021312;0;-19;0.5;82;Agentschap Wegen en Verkeer - AWV214
A0021321;0;-15;0.4;15;Agentschap Wegen en Verkeer - AWV214
A0021321;0.4;15;0.4;16;Agentschap Wegen en Verkeer - AWV214
A0021322;0;-15;0.4;15;Agentschap Wegen en Verkeer - AWV214
A0021322;0.4;15;0.4;16;Agentschap Wegen en Verkeer - AWV214
A0021351;0;-2;0.2;20;Agentschap Wegen en Verkeer - AWV214
A0021352;0;-2;0.2;20;Agentschap Wegen en Verkeer - AWV214
A0021361;0;-14;0.3;84;Agentschap Wegen en Verkeer - AWV214
A0021362;0;-14;0.3;84;Agentschap Wegen en Verkeer - AWV214
A0021371;0;-19;0.5;552;Agentschap Wegen en Verkeer - AWV214
A0021372;0;-19;0.5;552;Agentschap Wegen en Verkeer - AWV214
A0021411;0;-61;0.2;34;Agentschap Wegen en Verkeer - AWV214
A0021412;0;-61;0.2;34;Agentschap Wegen en Verkeer - AWV214
A0021421;0;0;0.2;57;Agentschap Wegen en Verkeer - AWV214
A0021422;0;0;0.2;57;Agentschap Wegen en Verkeer - AWV214
A0021451;0;-5;0.2;99;Agentschap Wegen en Verkeer - AWV214
A0021452;0;-5;0.2;99;Agentschap Wegen en Verkeer - AWV214
A0021461;0;-3;0.2;19;Agentschap Wegen en Verkeer - AWV214
A0021462;0;-3;0.2;19;Agentschap Wegen en Verkeer - AWV214
A0021511;0.1;-101;0.1;97;Agentschap Wegen en Verkeer - AWV214
A0021512;0.1;-101;0.1;97;Agentschap Wegen en Verkeer - AWV214
A0021521;0;0;0.2;88;Agentschap Wegen en Verkeer - AWV214
A0021522;0;0;0.2;88;Agentschap Wegen en Verkeer - AWV214
A0021551;0;-22;0.1;78;Agentschap Wegen en Verkeer - AWV214
A0021552;0;-22;0.1;78;Agentschap Wegen en Verkeer - AWV214
A0021561;0;-10;0;206;Agentschap Wegen en Verkeer - AWV214
A0021562;0;-10;0;206;Agentschap Wegen en Verkeer - AWV214
A0021611;0;-10;0.1;124;Agentschap Wegen en Verkeer - AWV214
A0021612;0;-10;0.1;124;Agentschap Wegen en Verkeer - AWV214
A0021621;0;0;0;101;Agentschap Wegen en Verkeer - AWV214
A0021622;0;0;0;101;Agentschap Wegen en Verkeer - AWV214
A0021711;0;0;0.3;12;Agentschap Wegen en Verkeer - AWV214
A0021712;0;0;0.3;12;Agentschap Wegen en Verkeer - AWV214
A0021721;0;-36;0.2;9;Agentschap Wegen en Verkeer - AWV214
A0021722;0;-36;0.2;9;Agentschap Wegen en Verkeer - AWV214
A0021751;0;0;0.2;28;Agentschap Wegen en Verkeer - AWV214
A0021752;0;0;0.2;28;Agentschap Wegen en Verkeer - AWV214
A0021761;0;-14;0.2;85;Agentschap Wegen en Verkeer - AWV214
A0021762;0;-14;0.2;85;Agentschap Wegen en Verkeer - AWV214
A0021811;0;0;0.3;9;Agentschap Wegen en Verkeer - AWV214
A0021812;0;0;0.3;9;Agentschap Wegen en Verkeer - AWV214
A0021821;0;-47;0.3;18;Agentschap Wegen en Verkeer - AWV214
A0021822;0;-46;0.3;18;Agentschap Wegen en Verkeer - AWV214
A0021851;0;-12;0.3;79;Agentschap Wegen en Verkeer - AWV214
A0021852;0;-12;0.3;79;Agentschap Wegen en Verkeer - AWV214
A0021861;0;-6;0;3;Agentschap Wegen en Verkeer - AWV214
A0021861;0;3;0.3;35;Agentschap Wegen en Verkeer - AWV214
A0021862;0;-6;0.3;35;Agentschap Wegen en Verkeer - AWV214
A0021911;0;-39;0.1;33;Agentschap Wegen en Verkeer - AWV214
A0021912;0;-39;0.1;33;Agentschap Wegen en Verkeer - AWV214
A0021921;0;-42;0.1;176;Agentschap Wegen en Verkeer - AWV214
A0021922;0;-42;0.1;176;Agentschap Wegen en Verkeer - AWV214
A0021951;0;-9;0.2;94;Agentschap Wegen en Verkeer - AWV214
A0021952;0;-9;0.2;94;Agentschap Wegen en Verkeer - AWV214
A0021961;0.1;-77;0.1;56;Agentschap Wegen en Verkeer - AWV214
A0021962;0.1;-77;0.1;56;Agentschap Wegen en Verkeer - AWV214
A0022021;0;-1;0.7;76;Agentschap Wegen en Verkeer - AWV214
A0022022;0;0;0.7;76;Agentschap Wegen en Verkeer - AWV214
A0022031;0;-1;0.7;40;Agentschap Wegen en Verkeer - AWV214
A0022032;0;-1;0.7;40;Agentschap Wegen en Verkeer - AWV214
A0022051;0;-17;1.1;74;Agentschap Wegen en Verkeer - AWV214
A0022052;0;-17;1.1;74;Agentschap Wegen en Verkeer - AWV214
A0022061;0;-4;0.2;4;Agentschap Wegen en Verkeer - AWV214
A0022062;0;-4;0.2;4;Agentschap Wegen en Verkeer - AWV214
A0022131;0.1;-107;1;50;Agentschap Wegen en Verkeer - AWV213
A0022132;0.1;-107;1;50;Agentschap Wegen en Verkeer - AWV213
A0022161;0;0;0.3;136;Agentschap Wegen en Verkeer - AWV213
A0022162;0;0;0.3;136;Agentschap Wegen en Verkeer - AWV213
A0024751;0;0;0;123;Agentschap Wegen en Verkeer - AWV720
A0024752;0;0;0;123;Agentschap Wegen en Verkeer - AWV720
A0024761;15;-244;15;75;Agentschap Wegen en Verkeer - AWV720
A0024762;15;-244;15;75;Agentschap Wegen en Verkeer - AWV720
A0025051;0;0;0;1096;Agentschap Wegen en Verkeer - AWV720
A0025052;0;0;0;1096;Agentschap Wegen en Verkeer - AWV720
A0025211;0;-12;0;166;Agentschap Wegen en Verkeer - AWV720
A0025212;0;-12;0;166;Agentschap Wegen en Verkeer - AWV720
A0025221;0;-6;0;165;Agentschap Wegen en Verkeer - AWV720
A0025222;0;-6;0;165;Agentschap Wegen en Verkeer - AWV720
A0025241;0;-8;0;185;Agentschap Wegen en Verkeer - AWV720
A0025242;0;-8;0;185;Agentschap Wegen en Verkeer - AWV720
A0025251;0;-27;0;282;Agentschap Wegen en Verkeer - AWV720
A0025252;0;-27;0;282;Agentschap Wegen en Verkeer - AWV720
A0025261;0;-11;0;277;Agentschap Wegen en Verkeer - AWV720
A0025262;0;-11;0;277;Agentschap Wegen en Verkeer - AWV720
A0025271;0;0;0;184;Agentschap Wegen en Verkeer - AWV720
A0025272;0;0;0;184;Agentschap Wegen en Verkeer - AWV720
A0025281;0;-2;0;133;Agentschap Wegen en Verkeer - AWV720
A0025282;0;-2;0;133;Agentschap Wegen en Verkeer - AWV720
A0025291;0;-30;0.1;45;Agentschap Wegen en Verkeer - AWV214
A0025292;0;-30;0.1;45;Agentschap Wegen en Verkeer - AWV214
A0025301;0;-16;0.1;37;Agentschap Wegen en Verkeer - AWV214
A0025302;0;-16;0.1;37;Agentschap Wegen en Verkeer - AWV214
A0025311;0;0;0;88;Agentschap Wegen en Verkeer - AWV214
A0025312;0;0;0;88;Agentschap Wegen en Verkeer - AWV214
A0025321;0;0;0;75;Agentschap Wegen en Verkeer - AWV214
A0025322;0;0;0;75;Agentschap Wegen en Verkeer - AWV214
A0025331;0;-29;0.1;60;Agentschap Wegen en Verkeer - AWV214
A0025332;0;-29;0.1;60;Agentschap Wegen en Verkeer - AWV214
A0025341;0;-7;0.1;15;Agentschap Wegen en Verkeer - AWV214
A0025342;0;-7;0.1;15;Agentschap Wegen en Verkeer - AWV214
A0029401;30.7;40927;30.7;41236;Agentschap Wegen en Verkeer - AWV214
A0029401;30.8;-81;31.2;14;Agentschap Wegen en Verkeer - AWV720
A0029402;30.7;40927;30.7;41236;Agentschap Wegen en Verkeer - AWV214
A0029402;30.8;-81;31.2;14;Agentschap Wegen en Verkeer - AWV720
A0029411;30.8;-72;31.3;30;Agentschap Wegen en Verkeer - AWV720
A0029411;72;-322;72;0;Agentschap Wegen en Verkeer - AWV214
A0029412;30.7;40901;30.7;41223;Agentschap Wegen en Verkeer - AWV214
A0029412;30.8;-72;31.3;30;Agentschap Wegen en Verkeer - AWV720
A0029571;0;-18;0;306;Agentschap Wegen en Verkeer - AWV720
A0029572;0;-18;0;306;Agentschap Wegen en Verkeer - AWV720
A0029581;0;-4;0;325;Agentschap Wegen en Verkeer - AWV720
A0029582;0;-4;0;325;Agentschap Wegen en Verkeer - AWV720
A0030001;3.3;-2448;3.3;12;Brussels Gewest - Brussels Gewest
A0030001;3.3;13;6.7;-11;Agentschap Wegen en Verkeer - AWV213
A0030001;6.7;-11;44.1;79;Agentschap Wegen en Verkeer - AWV213
A0030001;44.1;79;53.1;-73;Waals Gewest - Waals Gewest
A0030001;53.1;-73;56.4;79;Agentschap Wegen en Verkeer - AWV213
A0030001;56.4;79;58.5;-21;Waals Gewest - Waals Gewest
A0030001;58.5;-21;61.5;28;Agentschap Wegen en Verkeer - AWV213
A0030001;61.5;28;61.5;20790;Waals Gewest - Waals Gewest
A0030002;3.3;-2450;3.3;12;Brussels Gewest - Brussels Gewest
A0030002;3.3;12;6.7;-45;Agentschap Wegen en Verkeer - AWV213
A0030002;6.7;-45;44.1;11;Agentschap Wegen en Verkeer - AWV213
A0030002;44.1;11;53.1;-74;Waals Gewest - Waals Gewest
A0030002;53.1;-74;56.4;50;Agentschap Wegen en Verkeer - AWV213
A0030002;56.4;50;58.5;-24;Waals Gewest - Waals Gewest
A0030002;58.5;-24;61.5;28;Agentschap Wegen en Verkeer - AWV213
A0030002;61.5;28;61.5;20790;Waals Gewest - Waals Gewest
A0030121;0;0;0;1050;Brussels Gewest - Brussels Gewest
A0030122;0;0;0;1050;Brussels Gewest - Brussels Gewest
A0030141;0;0;0;673;Brussels Gewest - Brussels Gewest
A0030142;0;0;0;673;Brussels Gewest - Brussels Gewest
A0030151;0;0;0;755;Brussels Gewest - Brussels Gewest
A0030152;0;0;0;755;Brussels Gewest - Brussels Gewest
A0030171;0;0;0;1055;Brussels Gewest - Brussels Gewest
A0030172;0;0;0;1055;Brussels Gewest - Brussels Gewest
A0030211;0;0;0;10;Brussels Gewest - Brussels Gewest
A0030212;0;0;0;10;Brussels Gewest - Brussels Gewest
A0030261;0;0;0;10;Brussels Gewest - Brussels Gewest
A0030262;0;0;0;10;Brussels Gewest - Brussels Gewest
A0030411;0;0;0;231;Brussels Gewest - Brussels Gewest
A0030412;0;0;0;231;Brussels Gewest - Brussels Gewest
A0030421;0;0;0;254;Brussels Gewest - Brussels Gewest
A0030422;0;0;0;254;Brussels Gewest - Brussels Gewest
A0030451;0;0;0;209;Brussels Gewest - Brussels Gewest
A0030452;0;0;0;209;Brussels Gewest - Brussels Gewest
A0030461;0;0;0;223;Brussels Gewest - Brussels Gewest
A0030462;0;0;0;223;Brussels Gewest - Brussels Gewest
A0030511;0;-105;0.7;158;Agentschap Wegen en Verkeer - AWV213
A0030512;0;-105;0.7;158;Agentschap Wegen en Verkeer - AWV213
A0030521;0;0;0.1;14;Agentschap Wegen en Verkeer - AWV213
A0030522;0;0;0.1;14;Agentschap Wegen en Verkeer - AWV213
A0030531;0;-12;0.1;38;Agentschap Wegen en Verkeer - AWV213
A0030532;0;-12;0.1;38;Agentschap Wegen en Verkeer - AWV213
A0030551;0.1;-66;0.3;118;Agentschap Wegen en Verkeer - AWV213
A0030552;0.1;-66;0.3;118;Agentschap Wegen en Verkeer - AWV213
A0030561;0;-8;0;125;Agentschap Wegen en Verkeer - AWV213
A0030562;0;-8;0;125;Agentschap Wegen en Verkeer - AWV213
A0030711;0.1;-99;0.3;95;Agentschap Wegen en Verkeer - AWV213
A0030712;0.1;-99;0.3;95;Agentschap Wegen en Verkeer - AWV213
A0030721;0;0;0.2;32;Agentschap Wegen en Verkeer - AWV213
A0030722;0;0;0.2;32;Agentschap Wegen en Verkeer - AWV213
A0030751;0.1;-120;0.2;45;Agentschap Wegen en Verkeer - AWV213
A0030752;0.1;-120;0.2;45;Agentschap Wegen en Verkeer - AWV213
A0030761;0.1;-87;0.2;103;Agentschap Wegen en Verkeer - AWV213
A0030762;0.1;-87;0.2;103;Agentschap Wegen en Verkeer - AWV213
A0030811;0;0;0.5;55;Agentschap Wegen en Verkeer - AWV213
A0030812;0;0;0.5;55;Agentschap Wegen en Verkeer - AWV213
A0030821;0;0;0.3;252;Agentschap Wegen en Verkeer - AWV213
A0030822;0;0;0.3;252;Agentschap Wegen en Verkeer - AWV213
A0030851;0;-21;0.6;43;Agentschap Wegen en Verkeer - AWV213
A0030852;0;-21;0.6;43;Agentschap Wegen en Verkeer - AWV213
A0030861;0;-24;0.6;37;Agentschap Wegen en Verkeer - AWV213
A0030861;0.6;37;0.6;38;Agentschap Wegen en Verkeer - AWV213
A0030862;0;-24;0.6;37;Agentschap Wegen en Verkeer - AWV213
A0030862;0.6;37;0.6;38;Agentschap Wegen en Verkeer - AWV213
A0031011;0;0;0;10;Agentschap Wegen en Verkeer - AWV213
A0031012;0;0;0;10;Agentschap Wegen en Verkeer - AWV213
A0031111;0;-7;0.1;229;Agentschap Wegen en Verkeer - AWV213
A0031112;0;-7;0.1;229;Agentschap Wegen en Verkeer - AWV213
A0031121;0;0;0;1;Agentschap Wegen en Verkeer - AWV213
A0031121;0;1;0;288;Agentschap Wegen en Verkeer - AWV213
A0031122;0;0;0;1;Agentschap Wegen en Verkeer - AWV213
A0031122;0;1;0;288;Agentschap Wegen en Verkeer - AWV213
A0031131;0;0;0;257;Agentschap Wegen en Verkeer - AWV213
A0031132;0;0;0;257;Agentschap Wegen en Verkeer - AWV213
A0031141;0;0;0;75;Agentschap Wegen en Verkeer - AWV213
A0031142;0;0;0;75;Agentschap Wegen en Verkeer - AWV213
A0031151;0;0;0;300;Agentschap Wegen en Verkeer - AWV213
A0031152;0;0;0;300;Agentschap Wegen en Verkeer - AWV213
A0031161;0.1;-86;0.2;110;Agentschap Wegen en Verkeer - AWV213
A0031162;0.1;-86;0.2;110;Agentschap Wegen en Verkeer - AWV213
A0031171;0;0;0;17;Agentschap Wegen en Verkeer - AWV213
A0031172;0;0;0;17;Agentschap Wegen en Verkeer - AWV213
A0031181;0;0;0;43;Agentschap Wegen en Verkeer - AWV213
A0031182;0;0;0;43;Agentschap Wegen en Verkeer - AWV213
A0031211;0;0;0.2;116;Agentschap Wegen en Verkeer - AWV213
A0031212;0;0;0.2;116;Agentschap Wegen en Verkeer - AWV213
A0031221;0.1;-101;0.3;90;Agentschap Wegen en Verkeer - AWV213
A0031222;0.1;-101;0.3;90;Agentschap Wegen en Verkeer - AWV213
A0031251;0;-2;0.2;59;Agentschap Wegen en Verkeer - AWV213
A0031252;0;-2;0.2;59;Agentschap Wegen en Verkeer - AWV213
A0031261;0;0;0.2;45;Agentschap Wegen en Verkeer - AWV213
A0031262;0;0;0.2;45;Agentschap Wegen en Verkeer - AWV213
A0031311;0;0;0;776;Agentschap Wegen en Verkeer - AWV213
A0031312;0;0;0;776;Agentschap Wegen en Verkeer - AWV213
A0031321;0.1;-107;0.2;76;Agentschap Wegen en Verkeer - AWV213
A0031322;0.1;-107;0.2;76;Agentschap Wegen en Verkeer - AWV213
A0031331;0;0;0;455;Agentschap Wegen en Verkeer - AWV213
A0031332;0;0;0;455;Agentschap Wegen en Verkeer - AWV213
A0031351;0.2;-195;0.4;2;Agentschap Wegen en Verkeer - AWV213
A0031352;0.2;-195;0.4;2;Agentschap Wegen en Verkeer - AWV213
A0031361;0;-24;0.2;38;Agentschap Wegen en Verkeer - AWV213
A0031362;0;-24;0.1;138;Agentschap Wegen en Verkeer - AWV213
A0031411;0;0;0;337;Waals Gewest - Waals Gewest
A0031412;0;0;0;337;Waals Gewest - Waals Gewest
A0031421;0;0;0;406;Waals Gewest - Waals Gewest
A0031422;0;0;0;406;Waals Gewest - Waals Gewest
A0031451;0;0;0;613;Waals Gewest - Waals Gewest
A0031452;0;0;0;613;Waals Gewest - Waals Gewest
A0031461;0;0;0;207;Waals Gewest - Waals Gewest
A0031462;0;0;0;207;Waals Gewest - Waals Gewest
A0031511;0;0;0;260;Waals Gewest - Waals Gewest
A0031512;0;0;0;260;Waals Gewest - Waals Gewest
A0031521;0;0;0;466;Waals Gewest - Waals Gewest
A0031522;0;0;0;466;Waals Gewest - Waals Gewest
A0031551;0;0;0;309;Waals Gewest - Waals Gewest
A0031552;0;0;0;309;Waals Gewest - Waals Gewest
A0031561;0;0;0;244;Waals Gewest - Waals Gewest
A0031562;0;0;0;244;Waals Gewest - Waals Gewest
A0031611;0;0;0.2;49;Agentschap Wegen en Verkeer - AWV213
A0031612;0;0;0.2;49;Agentschap Wegen en Verkeer - AWV213
A0031621;0;0;0.2;44;Agentschap Wegen en Verkeer - AWV213
A0031622;0;0;0.2;44;Agentschap Wegen en Verkeer - AWV213
A0031651;0;-7;0.2;94;Agentschap Wegen en Verkeer - AWV213
A0031652;0;-7;0.2;94;Agentschap Wegen en Verkeer - AWV213
A0031661;0;-18;0.2;82;Agentschap Wegen en Verkeer - AWV213
A0031662;0;-18;0.2;82;Agentschap Wegen en Verkeer - AWV213
A0035001;1.2;0;1.2;1796;Brussels Gewest - Brussels Gewest
A0035002;1.2;0;1.2;1796;Brussels Gewest - Brussels Gewest
A0035011;1.2;0;1.2;1882;Brussels Gewest - Brussels Gewest
A0035012;1.2;0;1.2;1882;Brussels Gewest - Brussels Gewest
A0035021;0.8;0;0.8;206;Agentschap Wegen en Verkeer - AWV213
A0035022;0.8;0;0.8;206;Agentschap Wegen en Verkeer - AWV213
A0035031;0;0;2;119;Agentschap Wegen en Verkeer - AWV213
A0035032;0;0;2;119;Agentschap Wegen en Verkeer - AWV213
A0035201;0;-3;0;137;Agentschap Wegen en Verkeer - AWV213
A0035202;0;-3;0;137;Agentschap Wegen en Verkeer - AWV213
A0035211;0;0;0;161;Agentschap Wegen en Verkeer - AWV213
A0035212;0;0;0;161;Agentschap Wegen en Verkeer - AWV213
A0035221;0;0;0;135;Agentschap Wegen en Verkeer - AWV213
A0035222;0;0;0;135;Agentschap Wegen en Verkeer - AWV213
A0039401;11.3;0;11.3;403;Agentschap Wegen en Verkeer - AWV213
A0039401;11.3;7835;11.3;8595;Agentschap Wegen en Verkeer - AWV213
A0039401;11.3;32596;11.3;33076;Waals Gewest - Waals Gewest
A0039401;11.3;42156;11.3;42479;Agentschap Wegen en Verkeer - AWV213
A0039401;32.9;-276;33.9;167;Agentschap Wegen en Verkeer - AWV213
A0039402;11.3;0;11.3;403;Agentschap Wegen en Verkeer - AWV213
A0039402;11.3;7835;11.3;8595;Agentschap Wegen en Verkeer - AWV213
A0039402;11.3;32596;11.3;33076;Waals Gewest - Waals Gewest
A0039402;11.3;42156;11.3;42479;Agentschap Wegen en Verkeer - AWV213
A0039402;32.9;-276;33.9;167;Agentschap Wegen en Verkeer - AWV213
A0039411;11.1;0;11.1;578;Agentschap Wegen en Verkeer - AWV213
A0039411;11.1;8366;11.1;8740;Agentschap Wegen en Verkeer - AWV213
A0039411;11.1;32763;11.1;33233;Agentschap Wegen en Verkeer - AWV213
A0039411;11.1;42334;11.1;42661;Agentschap Wegen en Verkeer - AWV213
A0039412;11.1;0;11.1;578;Agentschap Wegen en Verkeer - AWV213
A0039412;11.1;8366;11.1;8740;Agentschap Wegen en Verkeer - AWV213
A0039412;11.1;32763;11.1;33233;Agentschap Wegen en Verkeer - AWV213
A0039412;11.1;42334;11.1;42661;Agentschap Wegen en Verkeer - AWV213
A0040001;4;-3996;4;-96;Brussels Gewest - Brussels Gewest
A0040001;4;-96;13.5;-25;Agentschap Wegen en Verkeer - AWV212
A0040001;13.5;-25;13.5;699;Waals Gewest - Waals Gewest
A0040002;3.9;-3904;3.9;-4;Brussels Gewest - Brussels Gewest
A0040002;3.9;-4;13.5;-25;Agentschap Wegen en Verkeer - AWV212
A0040002;13.5;-25;13.5;672;Waals Gewest - Waals Gewest
A0040711;0;-24;0.3;9;Agentschap Wegen en Verkeer - AWV212
A0040712;0;-24;0.3;9;Agentschap Wegen en Verkeer - AWV212
A0040721;0;0;0;202;Agentschap Wegen en Verkeer - AWV212
A0040722;0;0;0;202;Agentschap Wegen en Verkeer - AWV212
A0040751;0;-8;0.3;115;Agentschap Wegen en Verkeer - AWV212
A0040752;0;-8;0.3;115;Agentschap Wegen en Verkeer - AWV212
A0040761;0;0;0.4;0;Agentschap Wegen en Verkeer - AWV212
A0040762;0;0;0.4;0;Agentschap Wegen en Verkeer - AWV212
A0040861;0;-18;0.2;11;Agentschap Wegen en Verkeer - AWV212
A0040862;0;-18;0;182;Agentschap Wegen en Verkeer - AWV212
A0040911;0;-55;0.1;84;Agentschap Wegen en Verkeer - AWV212
A0040912;0;0;0;208;Agentschap Wegen en Verkeer - AWV212
A0040921;0;-50;0.1;78;Agentschap Wegen en Verkeer - AWV212
A0040922;0;-50;0.1;78;Agentschap Wegen en Verkeer - AWV212
A0040951;0;-3;0.1;120;Agentschap Wegen en Verkeer - AWV212
A0040952;0;-3;0.1;120;Agentschap Wegen en Verkeer - AWV212
A0040961;0;-1;0.1;120;Agentschap Wegen en Verkeer - AWV212
A0040962;0;-1;0.1;120;Agentschap Wegen en Verkeer - AWV212
A0070001;17.5;0;17.5;1593;Waals Gewest - Waals Gewest
